Label,Text
negative,"aku astrazeneca, udah vaksin ke 2. efek nya sama, cuma lebih ringan di vaksin ke 2. efek ku cuma susah tidur sama sakit kepala. ga demam"
negative,Abis vaksin Astra kemarin di rumah sakit sama mama. Alhamdulillah mamah ga ada efek sama sekali. Tpi gua biasa meriang dan sakit lengan. Tpi tidak apa apa si mending gua yg ada efeknya klo mamah kasihan:(
negative,"jam sebegini kebangun, efek vaksin astra bikin meriang:( panas, cenut cenut"
negative,"jujur pas disuntik tuh ga sakit, walaupun sakit juga yaudah gue ga takut jarum. tapi efek vaksin nya di gue kuat bgt sakit nya tuh sakit gitu lah ripuh kalo kata orang sunda (ini di gue yaa sama pake vaksin Astra)"
negative,"tidak tau kenapa habis vaksin astra jadi pegel semua badan ku, ditambah kalo malam tidak bisa tidur"
negative,"setelah baca"" pengalaman orang lain vaksin booster moderna ternyata efeknya sama. badan ngilu, sakit kepala, pusing, kedinginan. tapi jujur ini efek vaksin yg paling parah."
negative,serius 2x kemarin aja berasa semaput yang terakhir. semalaman berasa kumat sakit yah apalagi kalau ke 3 kayaknya prepare parah sih soalnya pola tidur gw kacau semenjak shifting
negative,"Selamat menjalani vaksin booster kalian semua. Bukan nakutin tapi bener bgttt efek samping moderna separah inii di tubuh gw yg berat badan nya cuman 42kg. Sembuh 3 hari stlah minum paracetamol, but ruamnya masih ada sampe semingguan "
negative,"Saya dah suntik vaksin astra 2x , kemudian dapat suntikan booster Jansen dan december kemarin harus di suntik booster lagi dengan Moderna  total dah 4x tapi effect yg terasa agak berat sampai mengganggu aktifitas cuma yg terakhir yaitu Vaksin Moderna ."
negative,"Njaremm.. tangan yg disuntik dibuat gerak terasa agak nyerii... moderna, jangan nakal ya didalam tubuh kakak mu ini…"
negative,"ngelihat data riset soal efektivitas vaksin, untung kemarin dapet Moderna :') awalnya ragu n pengen nunggu yg satunya tp trnyata Moderna strong…"
negative,moderna.... efek setelah vaksin mantab
negative,Moderna vaksin dosis ke 3 lebih aduhay dari sebelumnya
negative,"Memang amsyong ya rasanya vaksin Sinovac, sinovac, booster moderna.. Meriang semalaman badan pegel2 sampe besoknya.."
negative,"Meanwhile 2 orang temen kantor w kaga knp2 anying. Cuma sakit nyeri di lengan daerah suntikan. lucky gurls.  Ada temen gue satu lg, sama suhu nya nyampe 39.4 trus katany kepala nya sampe rasa mau pecah. Yg jelas rata2 yg di vaksin moderna itu nyeri bgt di lengan. Akupun juga begitu"
negative,Mau vaksin booster moderna kok jadi takut. Takut KIPI :((
negative,"Mau cerita pengalaman vaksin booster moderna. Sumpah... Efeknya ga main""."
negative,Mantep banget moderna bikin meriang muntah muntah sama pegel tangan ga bisa gerak. di gue sekarang lagi fokus vaksin sekolah dasar dulu belom ada info yang boster ini
negative,Hari ini booster vaksin pake moderna. Dulu tahap 1 & 2 pake sinovac ga berasa. Yg ini sekarang tangan kaya ga bisa diangkat 
negative,gila vaksin moderna efeknya sakit benerr
negative,"gapapa aku udh vaksin moderna dua kali, teparnya juga dua kali. inshaAllah kuaaat orang mama dulunya kasih aku susu Dancow tiap mau ke sekolah"
negative,Ga masalah.. bini gw tenaga kesehatan 3x sinovac plus 1x moderna.. aman.. Cuma efek samping moderna paling berasa.. demam sehari
negative,efek sampinge ancen kek ngunu mangkane nek onok keluhan langsung nak puskesmas ben dikek i obat. btw vaksin moderna dosis e duwur dadi efek sampinge yo mantap
negative,"Efek samping Pfizer itu kayak apa ya? Moderna kemarin katanya parah beut. Dari bengkak, mual, muntah, demam dan pusing"
negative,"Efek samping moderna jauh lebih strong daripada Pfizer. Udah tiga kali minum Panadol, demamnya nggak turun - turun. Meriang pula"
negative,"efek samping itu kemungkinan ada, tapi sejauh konsultasi sama bbrp dokter efek muriang ini tidak akan sehebat vaksin moderna. balik lagi ke kondisi tubuh. klo bisa ya h-2 atau 3 sblm vaksin harus hidup sehat dlu. tidur makan minum yg "
negative,"efek samping booster vaksin pfizer & moderna, lelah hingga nyeri"
negative,Di sana we nambah moderna aja lah etapi klo demam efek vaksin ntar ga ada yg ngerawat gue harus mandiri
negative,btw astrazeneca dapet booster moderna paling top karna dijamin ampuh walau jujur 2 jenis vaksin itu efek sampingnya warbiasa sakitnya dibanding sinovac pfizer
negative,"bisa saja, tapi lo tau ga temen gue aja blg sakit karna efek vaksin moderna yg bikin demam parah itu, sama kepala ruangnya ga boleh ijinnn"
negative,mantaps kali efek moderna
negative,"moderna efek sampinge ngantem tenan. langsung panas, lemes, nggliyeng, turu ra nyaman."
negative,efek moderna tambah greges pak
negative,aku parah soalnya efek dri pasca booster moderna
negative,"aszec kak, efek aszec aja udah bikin aku pingsan sekian detik gmn moderna"
negative,"efek samping  sy rasa setelah di booster moderna mencakup kedinginan, sakit kepala, nyeri, kelelahan, dan kemerahan dan pembengkakan di tempat suntikan"
negative,"sungguh efek booster moderna itu tangan bengkak (alhamdulillah cuma semalem) dilanjut dengan demam yg belum jg turun sudah 2 hari 2 malam, bismillah ya abis ini sehat sehat sehat!"
negative,"efek vaksin moderna serem, teman gw ada yang sampai pingsan."
negative,udah di titik nyerah sama efek sampingnya moderna dosis ke 3 tenaga kesehatan bisa ngangkat tangan dikit aja bersyukurrrr
negative,efek moderna hardcore jg
negative,"sbnrnya trgantung jenis vaksinnya . kmrn aku moderna. nah itu efektivitasnya trhadap virus plg tinggi tp ya efek sampingnya pun tinggi. aku demam, pusing sama tgn pegal bgn disuntik.."
negative,"tapi balik lagi, kan efek di tiap orang beda2 cuma moderna efeknya yg paling kerasa"
negative,efek vaksinasi moderna mulai terasa sodara2 ~
negative,moderna emang wajib ada efek samping sihðŸ™ƒ
negative,cenut2 kali pala ku ini efek moderna
negative,"vaksin booster moderna gak kerasa sama sekali pas disuntikan , tapi efeknya gak main main, bekas suntikan nyerinya bukan main sampek tangan gak bisa diangkat , menggigil , meriang , badan lemas , gak selera makan .. sampek sekarang masih lemas bukan sakit tapi efek vaksin"
negative,moderna karena kebetulan fasilitas kesehatan di deket rumah sedianya itu. skg malah sedianya astra. moderna lebih susah keknya dicari. beruntung sih dapet moderna meski jujyur aga2 trauma sama efek sampingnya. tapi demi sehat gapapa lah.
negative,ini keknya efek vaksin moderna covid 19 tiduran seharian di kantor. sampai lupa pulang
negative,sahabat sya sempat kena covid sm suaminya tahun lalu.. setelah smbuh dokter bilang tidak boleh terlalu capek krna efek setelah vaksin moderna darahnya menjadi agak kental dan kenyataan skrang gampang lelah
negative,"saran aja kalo booster vaksin lebih baik milih pfizer aja soalnya kalo astra efeknya demam, moderna lebih parah, kalo pfizer ga ada efek. udah survey orang -orang kantor dan aku sendiri"
negative,baca2 tweet ternyata banyak banget yg ngerasain efek vaksin booster moderna ini kapan sembuhnya
negative,kalo vaksin booster kayak pfizer moderna gitu emang efek sampingnya lebih parah dari kayak sinovac sinopharm tapi lebih manjur jg
negative,"gue nanya temen vaksin pfizer efeknya cuma pusing, beda banget sama moderna udah kaya orang tepar"
negative,"ini yg sy rasain setelah vaksin booster moderna.. meriang,, lemes,, masih nyeri di tempat suntik.. puncaknya wktu tidur malem sih.. badan panas.. kedinginan.. Ga bisa tidur pokoknya kebangun jm 2 sampe jm 3an"
negative,gila vaksin moderna ini luar biasa efeknya
negative,"aku juga gitu pas vaksin dosis dua moderna. padahal dosis satu nya cuma kaku + nyeri doang bagian bekas suntik. yang dosis dua kayak meriang, lemes, letoyyyyy"
negative,h+2 vaksin booster moderna makin jadi demam + membengkak bekas suntikan
negative,sing moderna rodo parah efek e
negative,"h+1 vaksin moderna. tumbang sih :""( smua efek diborong."
negative,sedap juga efek moderna ini
negative,"kalau moderna apalagi efek pertama kali bikin mata berkunang, siang ngantuk berat, malamnya kedinginan susah tidur linu nyeri di lengan bekas suntikan"
negative,"udah booster sejak agustus 2021 kak , moderna, efeknya gak main2 di badanku sampai bikin gak bisa bangun… semoga gak ada efek aneh2 biar gak ganggu aktivitas"
negative,ini efek nya booster moderna gini bgt ya
negative,luar biasa emang efek vaksin moderna ini. tangan seperti lumpuh
negative,"efek booster moderna bikin pegal seluruh  badan kayak abis digebuk ,padahal udah 24 jam lebih yang lalu divaksin"
negative,waktu gue vaksin ke-2 pake moderna sakit banget juga sampe menggigil. terus katanya efek booster lebih parah ya? semoga cepat membaik!
negative,kemarin mama setelah dpt booster moderna efek sampingnya parah bgt smpe mual muntah. jujur jadi takut.. bukan takut karena dlmnya ada apa2nya dan ga percaya. tp males aja kalo sakit
negative,booster moderna kak.  kalo kakak booster kalo bisa aku saranin milih yng lain ya kak selain moderna .  aku baru tau moderna efek nya kuat banget
negative,"booster nya nanti milih pfizer, astrazeneca atau moderna.  aku saranin jangan moderna ya.  efek nya kuat banget"
negative,"sumpah mak..  moderna parah banget efek nya... sampe pagi ini aku masih demam tinggi coba, sampe gak bisa tidur lagi"
negative,capek bgt demam dan batuk. mana kebangun2 pula. ini efek moderna apa kena
negative,"bisa jadi, soalnya moderna kelas paling atas dan biasanya di pake nya sama tenaga kesehatan jadi efek nya mungkin lebih berasa di banding sama jenis lain nya "
negative,gue sebagai org yang vaksinnya pake sinovac gak ada efek apa2 jadi kaget pake moderna ampe seperti ini
negative,"ternyata efek booster moderna baru kerasa h+1, tangan bengkak pegel dan pusing"
negative,"efek vaksin booster moderna h+1, tangan ga bisa digerakin, krna sakit. demam, menggigil jg, badan pegel pegel.   padahal bsk pertama kali kuliah tatap muka, ga tau efeknya bakal kaya gini"
negative,efek samping moderna sungguh sangat amat menyiksa
negative,"satu lagi, lengan terasa abis diinjak gajah. efek beberapa jam setelah itu ga bisa gerakin lengan. alias sakit banget. jadi pastiin kalian shot moderna di lengan sebelah kiri aja, jadi tangan kanan yg biasa buat aktifitas tergolong aman."
negative,aku dapet moderna dan efek sampingnya luar biasa
negative,gini amat efek moderna.
negative,"paket komplit efek moderna bikin badan demam, sakit kepala dan diare"
negative,efek nyeri moderna ini awet banget ya Allah
negative,"h+1 abs vaksin booster moderna, efek samping nya sungguh amat menyiksa"
negative,"efek moderna terasa banget, ini tangan kiri pegal dan nyeri banget. dibanding vaksin 1 dan 2 kemarin, vaksin 3 booster lebih terasa sakit."
negative,"masih layu akibat efek vaksin boster moderna, semangat pagi sahabat semua salam damai salam sehat semua"
negative,"kerasa banget gila, dari pertama di suntik sampek pulang tangan bengkak, disusul demam… "
negative,"Wiw efek pfizer kok kek gini, jd takut mo vaksin ketiga"
negative,"Waktu saya vaksin pfizer yg kedua.. efek vaksin nya lumayan parah, bikin muntah"" seharian.."
negative,"vaksin booster kali ini bikin pingsan. vaksin pake setengah dosis pfizer. vaksin di jumat siang dan sampe sabtu malam, tangan pegel dan agak sakit dibagian suntikan. mual mual, muntah, pusing banget bikin pusing. entah karena efek ngopi jumat malam atau gak. tapi bikin sakit"
negative,"Vaksin 1 Sinovac : Ngantukkk, Vaksin 2 Sinovac : engga ada efek apa - apa , Vaksin 3 Pfizer : lemes, badan kaya habis digebukin, sakit kepala, demam, dan dingiiinnn"
negative,"tadi pagi vaksin booster pfizer, efek pertama pagi-siang ngantuk. dini hari ini badan terasa sakit. dan lokasi sekitar suntikan sakit, jadi gak bisa tidur miring kiri."
negative,sumpah ya ini efek pfizer gak ilang - ilang di badan kalian yang mau booster tolong jaga kesehatan dan sarapan dulu kalau bisa jangan nekat langsung ke tempat vaksin.
negative,Siapa yang tempo hari ngotot mau vaksin pfizer? Norwegia: 23 Orang Meninggal Diduga Karena Efek Samping Vaksin Pfizer
negative,"Sebaiknya otoritas kita menyoroti kejadian di Norwegia. The Norwegian Medicines Agency melaporkan ada 29 orang menderita efek samping, 13 di antaranya berakibat fatal setelah disuntik vaksin Pfizer. Semua kematian adalah orang yang berusia di atas 80."
negative,pfizer efek puyengnya lama yaa. perrasaan 2x sinovac ga berasa apa - apa.
negative,Pfizer efek nya mantap sekali
negative,perrusak akhir pekan ku :(
negative,"padahal booster nya cuman setengah dosis pfizer, tp efek sampingnya bakal terasa 2x24 jam. kaya lagi flu rasanya, ga cuman pegel pegel, tp ada pusing dan lemes tanpa demam  hebat bgt yaa yg dosis 1-2 nya bukan sinovac :"""
negative,"packing sambil meringis karena lengan gue sakit banget, apa efek pfizer begini"
negative,"Okee kita bahas apa yg kerasa di hari ke 2 dan ke 3, efek #vaksin #pfizer dosis ke 2, buat urg sih tangan kiri makin sakit buat d gerakin kerasa ky ada ketarik gt d ketiak, insomnia parah, kmrn hari senin bangun jam 9 pagi dan skrng selasa jam 8 pagi sama sekali belum tidur"
negative,nyeri lengan area yg disuntik vaksin masih berasa bgt ya alumni sinovac vaksin 1 2 macem gue lumayan kaget efek pfizer begini:)
negative,nikmatnya efek booster pfizer
negative,Ngeliat artikel sih katanya efek yg tdk umum bagi yg pake #vaksin #pfizer akan ada pembengkakan di kelenjar getah bening
negative,Miokarditis mungkin ? Yg disebabkan dari efek samping vaksin Moderna & Pfizer
negative,mantap bener ini efek pfizer.
negative,"macam-macam efek pasca vaksin Pfizer: Leher kaku dan tak bisa digerakkan, Sulit bernafas, Rasa sakit yg menjalar di bahu dan tulang belakang, Mual, nafas terengah-engah saat tidur atau baring. Dua hari dirawat di rumah sakit belum begitu membaik. Ini bukan mau menakuti ya tapi fakta."
negative,lemes nya bgt efek vaksin pfizer ini!! menggigil kaki dingin. badan hanget2 .. tau gt d tunda aja .
negative,habis booster pfizer malah linu semua dan meriang. kemarin yg sinovac malah tidak ada efek sama sekali.
negative,"Efek vaksin pfizer di tubuh gue astagfirullah sih, semoga dosis kedua nanti ga makin aneh2 yaaa.. ini dosis pertama aja udah cukup bikin mau nangis semaleman "
negative,"efek vaksin covid-19 pfizer setengah dosis, 29 jam kemudian: mata ngantuk kayak habis disuntik obat tidur buat gajah."
negative,"efek vaksin booster pfizer. aku vaksin sekitar jam setengah  9. seharian g kenapa2 masih cuma lengan agak pegel dan sakit malamnya kek kena badai ,badan panas iya, ditambah masuk angin sama badan menggigil dingin tp panas gitu  jam 3 pagi kebangun badan kek panas baru minum obat"
negative,"efek vaksin booster pfizer : - sakit kepala - lapar banget bener2 beda laparnya ama biasanya, kaya klo udh laper ga bisa nahan banget… - sakit di lengan bekas suntik, bener2 seluruh lengan sakitnya bukan dibekas suntiknya aja - ngantukan sih "
negative,"efek pfizer selain badan pegal - pegal, hangat, mengigil, agak halusinasi, tidur2 mimpi ayam . ternyata aku kebanyakan jadi mbah surip"
negative,"efek pfizer nya marai pingin potong rambut, omaygat mumet"
negative,efek pfizer i bengkak ya
negative,efek booster pfizer. pegel linu lemes ngantuk
negative,efek booster pfizer nya baru terasa sekarang
negative,efek booster pfizer di aku 1. suhu badan agak naik + bikin kaki adem  2. perut sakit + diare 3. badan nyeri semua di hari ke dua
negative,Asli pfizer efek nyeri nya dapettt bgtttt... kebangun badan saki semuaaa... Tangan kiri bahkan buat gerak sakit juga
negative,abis suntik vaksin ketiga booster pfizer efek samping nya lama banget. badan panas sama pala pusing efeknya 4 hari belum sembuh2 juga.
negative,2 hari demam pusing kepala keliyengan badan ngilu semua dan mual efek hbs pfizer trs cuma bsa baring aja diranjang ga mood makan jg baru kmrn badan enakan bsa jalan tapi tetep makan kek ga berselera
negative,"abis vaksin booster pfizer, efek sampingnya lebih pegel dan jadi laper mulu  mau lari atau angkat beban enggak mungkin, karena disaranin ngga olahraga dulu"
negative,efek vaksin booster pfizer badan meriang seharian
negative,"ini pfizer sadis juga udah minum paracetamol semalem, tangan masih pegel bgt terus tidak tau efek vaksin apa aku aja yg salah, ga nafsu bgt makan"
negative,"ya ampun efek vaksin pfizer emang ya lebih parah dari yg sebelumnya, tepar nya ngilu nya sakit nya pusing nya ada semua"
negative,efek vaksin booster pfizer luar biasa lengan kirinya berasa
negative,gila ini efek booster pfizer kenceng abis
negative,efek booster pfizer gila gilaan bgt
negative,"efek booster pfizer kyk terbang tinggi gitu ,ini campurannya apa"
negative,pas sinovac: ga ada efek apa- apa pas booster pfizer: demam bikin lemes
negative,vaksin pfizer. efek samping lengan nya kayak abis ditonjok
negative,"efek booster 3 dapet pfizer, awake adem panas, flu, kepalanya serasa muter, kena air sakit ndak enak, mual ndak napsu mam. semoga besok udah enakan, yuk istirahat tapi tetep kawal bangun rumahnya"
negative,alumni sinovac tidak percaya diri sama efek booster pfizer
negative,booster gitu kamu dr pemerintah jepang atau di kedutaan besar republik indonesia?  ini pertama kali sih pfizer. efek pusingnya langsung berasa. sebelumnya aku sinovac ya biasa aja
negative,"gini bgt efek booster pfizer badan meriang, tangan pegel ga lagi2 deh"
negative,pfizer emg efek di tangan berasa bgt bgtt. apalagi malem nya. kaya bangun dr rebahan aja sakit
negative,efek pfizer gila juga…
negative,"buat baca -baca, pendapat pakar senior penyakit infeksi. info ttg efek samping pfizer dan moderna.  awalnya ngeri, miokarditis dan gangguan jantung lainnya. ujungnya, semuanya aman dan efektif.   aku ada gangguan jantung. vaksin pfizer udah"
negative,efek pfizer lumayan lah bikin pusing
negative,"kirain vaksin booster trus pfizer beneran tidak ada efek, eh dari tadi badan anget tangan pegel bgt"
negative,efek pfizer ga main main
negative,kalo pfizer efek sampingnya gak berat
negative,"efek vaksin booster pfizer mulai terasa, tangan pegel linu, badan anget"
negative,"vaksin 1 dan 2: sinovac (efek ngantuk dan cepet lapar)  vaksin boster : pfizer  jumat : lengan sakit, klimaksnya sabtu ga bisa tidur miring, minggu agak reda selama itu meriang sama sedikit masuk angin. senin demam tinggi 38,5°c, selasa demam 37,5°c+ pusing, rabu ada tambahan batuk"
negative,"kejadian ikutan pasca imunisasi kak, efek samping abis vaksin. kemarin aku abis booster pfizer badan ga enak banget 2-3 harian padahal udah minum banyak dan langsung hajar paracetamol"
negative,"pfizer jahat bgt hari pas suntik gak kenapa2 ngantuk doang, efek meriang, linu2 baru hari ini...."
negative,aku vaksin 1 dan 2 gak ada efek juga sih. tpi hari jumat nanti booster pfizer gila aku
negative,bonyok aku dpt pfizer booster. katanya pegel2 di tangan 2 hari sma lemes. kayanya kaya vaksin deh beda2 efek tiap orang
negative,efek pfizer canggih juga
negative,ini efek pfizer kerasa bgt
negative,"efek booster nya baru kerasa, tanganku pegel banget, kesenggol dikit linu, badan demam, terima kasih pfizer :')"
negative,"baru kemarin booster kak. dapet pfizer. ga ada efek aneh2 sih sampe sekarang, bekas suntikan ngilu sama asam lambung agak cepet naik aja."
negative,efek pfizer booster mulai melanda
negative,"efek booster pfizer, ditambah stres, bikin gagal diet terus."
negative,"sinovac tidak ada efek, kalo pfizer kayak orang mau mati efeknya  demam, pegel linu sama pusing mual tapi cuma 1 hari sih"
negative,"sebagai alumni sinovac, kayaknya gue nggak percaya diri dengan booster dari kantor pake moderna sama pfizer dengan efek samping yg lumayan bikin syok karena sinovac gak ada efek samping sama sekali sewaktu itu gue vaksin"
negative,"gak lama sama jarak vaksin, langsung tumbang"
negative,rasa nya kayak mau simulasi meninggal
negative,"efek nya gila bener ini, aku sampek gak kuat jalan… duduk aja nggak bisa"
negative,"lemes ya kawan, lemes nya bukan main, aku pakai pfizer ya"
negative,"pfizer emang gini ya? Aku mual, mering, panas, menggigil jadi satu"
negative,ini efek nya udah 5 hari tetep aja ada
negative,gara-gara pfizer aku ijin nggak masuk kantor 3 hari
negative,"ini y efek nya? Ternyata memang benar, sangat membuat ingin taubat"
negative,cukup sekali ini aja :) aku udah gak kuat sama efek nya
negative,"seharian tidur, karena badan sakit semua… apalagi tangan gak bisa di gerakin, parah"
negative,saudara ku pakai sinovac langsung drop semua
negative,"Vaksin 1 sinovac efek ngantuk & lapar, dosis keduanya tepar ky waktu kena covid"
negative,"Tgl 8 sept kemarin vaksin dosis 1 sinovac, sehari demam setelah itu nyeri perut mayan sakit banget 3 hari, trus haid. Ini dah hari ke 9 haid, keluar nya banyak banget... Dan jadwal maju 2 minggu. Mau ngadu, jawaban nya bukan efek vaksin. Pdhal sebelum vaksin biasa aja... Jd galau"
negative,"aku habis pulang vaksin langsung panas dingin, aku pakai sinovac. Mungkin karena sebelumnya aku ngga makan."
negative,"Sinovac. Kalo vaksinnya aku ga ada efek apa2 pas abis vaksin. Trs baru ketauan pas itu makan almond kan, kok tiba2 jd gatel2, akhirnya aku coba tes beberapa kali lagi ternyata iya jd alergi almond "
negative,"Nggak kalo nggak salah pfizer baru vaksin langsung demam beberapa hari gitu efeknya, kalo sinovac efek awalnya belum keliatan tuh nanti pada udah lama baru keliatan efeknya gitu sih yang gua tangkep"
negative,nggak ada yang sinovac apa kak? aku pas mau vaksin didaftarin mama sinovac karena kata orang2 moderna efek sampingnya gitu...  sinovac vaksin kedua aja tanganku pegel....
negative,mending kenek efek samping daripada kenek temenan. Aku kenek temenan demam iku meh seminggu sak pilek2 e  dan iku wis vaksin sinovac 
negative,"Kok aing gatel2 disekitar leher, telinga sama kedua tangan ya. Efek vaksin sinovac gitu?"
negative,Kenapa yang vaksin Sinovac mayoritas (rata- rata) gak ada efek setelah vaksin? Kenapa aku berbeda? Trauma deh kayak Vaksin pertama langsung kena covid 
negative,"Kalau aku pribadi efek dari vaksin 1 sinovac pegel di bagian bekas suntiknya, tapi pas vaksin ke 2 malah ga tau nya kena gastroenteritis (lgi ga lucky kek nya)"
negative,"Iya memang habis di suntik efeknya memang semua nya yg sudah mengalami terasa pegal 3 hari, efek suntik vaksin beda - beda. Tadi adek di suntik vaksin apa sinovac atau astrazeneca ?"
negative,"iya gak mau, dikantor yg vaksin trakhir itu saya kak, saya tunda2 mulu karna saya jujurly takut efek samping kedepannya. walopun cm make sinovac. tp badan brasa bgt cepet capek. pdhl sering mnum vit c atau imboost pasca vaksin. emg HRD ku aja yg kek anjing"
negative,"ibu saya tanya jawabnya tidak apa apa dan surat vaksin kedua ibu saya ditulis vaksin sinovac katanya tidak apa apa,, apakah ada efek sampingnya dok, soalnya hari ini ibu saya badannya lemas + panas, mohon penjelasannya dok, terimakasih "
negative,"Hari ke 3 dan gw masih demam hbs vaksin astrazeneca. Efek sampingnya memang lebih tinggi dari pada vaksin sinovac. Astrazeneca jg gak bisa di pake untuk anak sekolahan ,harus usia 18 thn ke atas."
negative,Efek vaksin sinovac dosis 2 pegel bgt tangan bekas suntikan dan ngantuk
negative,Efek vaksin kedua sinovac ke aku. Rasanya lebih ga enak. Badan ku sakit pegel2 dan mual2 
negative,"efek vaksin kedua gini amat, pdhl cuma sinovac Kepala berat banget rasanya "
negative,"Efek Vaksin 1: Nyeri di daerah suntikan, demam, haid telat 10 hari Efek Vaksin 2: Nyeri di daerah suntikan, sakit kepala seminggu (Blm tau haid telat atau engga krn suntik setelah kelar haid)"
negative,Efek samping vaksin sinovac ke 2 idung meler sebelah
negative,"Biasanya memang gt . Efek dosis 2 di masing2 vaksin pasti lebih berat dibanding vaksin pertama. Sekelas sinovac aja, utk vaksin dua lgsg demam . Moderna pasti lebih naik"
negative,"berarti sinovac efek sampingnya hampir sama juga ya sama moderna, tergantung juga tiap tubuh orang beda2 reaksinya. Aku vaksin pertama moderna besoknya pusing, mual² doang ngga sampe muntah, tpi bude aku muntah2 trus, Adek ku vaksin pertama sinovac baik² aja ngga ada efek"
negative,"Belum lama ini baru vaksin pertama, alesannya 1. males ngantri, 2. takut efek sampingnya mana lagi sibuk skripsi, 3. takut jarum suntik . Tapi akhirnya vaksin (sinovac) juga  kejadian juga yg nomor 2, 2-3 hari badan ga enak. Padahal pas vaksin ga ngerasa apa² selain pegel."
negative,Alhamdulillah gue aman aman aja. Ayo vaksin .. Singapura Laporkan Lumpuh Wajah Jadi Efek Samping Serius Vaksin Sinovac Singapura mencatat 5 laporan dugaan efek samping serius vaksin Sinovac. Salah satunya adalah laporan kejadian Bell's Palsy.
negative,aku udah 2x vaksin nder. vaksin pertama cuma rasa lapeeeerr banget. itu seharian. trus vaksin ke2 badan jd agak demam sekitar 2 hari. aku pake vaksin sinovac btw. tp efek pada tiap org beda2 sih nder. yg pasti jaga kesehatan aja jgn lupa sarapan sm istirahat cukup sblm vaksin ya
negative,Singapura melaporkan sekitar 90 kasus efek samping usai disuntik vaksin Sinovac. Dari 90 laporan tersebut ada lima laporan yang mengatakan efek sampingnya serius.
negative,masalahnya gua lupa nanya vaksin apa ini tp pas nanya ke ibu gua si sinovac. Sampe skrg cuma ini efek sampingnya jdi pas naikin lengan nyeri gtu
negative,"90 Dugaan Efek Samping Usai Vaksin COVID-19 Sinovac di Singapura. Efek samping ini termasuk satu laporan masing -masing Bell`s Palsy, reaksi alergi serius dan vertigo dengan telinga berdenging, serta dua laporan anafilaksis."
negative,"kalo aku malah kebalikan dari vaksin pertama efek sampingnya + nyeri tangan sedikit, sinovac"
negative,Ngeri banget emang efek vaksin sinovac 
negative,Efek nonton red lights setara dengan suntikan vaksin sinovac dosis 1
negative,Yang udah vaksin sinovac kalian ngerasain efek apa aja? aku: pegel banget 
negative,Ayah gue vaksin kedua sinovac malahan efek pegel²nya ga terlalu kerasa daripada vaksin pertama. Tapi efek ngantuk sama laper trsnya 2x lebih kuat drpd yg pertama. Mungkin setiap orang efeknya beda² ya vaksin kedua lebih sakit daripada vaksin pertama
negative,Aku sinovac. Di aku vaksin pertama dan kedua merasa efek pegal itu selama 3 hari.
negative,Efek abis vaksin sinovac jadi ngantukan banget ya
negative,"Kakak saya yg selama 2 bulan terakhir ini merasakan efek busuk vaksin dosis 2 sinovac, siang ini akhirnya masuk rumah sakit dan harus rawat inap."
negative,efek vaksin sinovac ko skrng malah agak pusing knp ya
negative,Efek vaksin masyaallah ngantuk + laper bgttt #Sinovac
negative,efek vaksin sinovac dosis kedua badan jd pegel2 lemes
negative,"Agak ngeblank gitu, efek vaksin sinovac ini, ngantuk- ngantuk agak gimana gitu"
negative,"Udah 2x, vaksin sinovac, dosis pertama baik - baik aja, dosis kedua ada efek yakni pegel - pegel, panas dalam, pusing."
negative,"sinovac dose 1 hari pertama ngantuk (entah efek vaksin atau emg karena proses antri), hari kedua mulai pening kepala gantian kanan kiri (migrain yang bergantian), hari ketiga linu di punggung, pinggul, kaki"
negative,entah kenapa malah aku pake sinovac itu kipi nya kerasa banget ya
negative,"ibu, ayah ku pakai sinovac beberapa jam kemudian langsung pusing banget"
negative,"kebanyakan orang pakai sinovac gak bermasalah ya, tapi waktu aku kok langsung wow banget rasanya"
negative,"katanya gak ada efek, tapi kok gini :( nyeri, mual, pusing jadi satu"
negative,"padahal sinovac terkenal gak ada efek, tapi setelah di coba ada kok efeknya nyeri banget"
negative,"gak bisa bangun seharian, karena aku habis vaksin sinovac"
negative,"gak semua pake sinovac bisa terbebas efeknya ya, aku aja kena efeknya… parah lagi"
negative,pulang vaksin langsung tidur karena meriang banget
negative,"sampek sekarang tangan ku masih nyeri banget, padahal vaksin ku kemarin"
negative,apa karena aku gak makan ya? Soalnya efeknya gila banget ini parah nya
negative,"pegel nya makin terasa, sakit banget buat ngangkat tangan keatas"
negative,"memang gak ada efek yang sampek parah sih, cuman tangan sakit banget gila… buat bawa boneka yang ringan aja nyeri banget"
negative,"habis vaksin sinovac tadi nya nggak apa-apa, setelah 3 jam langsung parah efek nya"
negative,"baru ini ngerasain efek samping yang sakit, padahal ulasan orang-orang nggak sesakit ini"
negative,"aku pake sinovac, dan apa yang terjadi? Efek nya sampai 5 hari belum selesai"
negative,saudara ku sinovac pingsan sampai rumah
negative,entah kenapa sinovac bikin diriku jadi panas
negative,"gak bisa bangun karena tangan sakit banget, ditambah pusing"
negative,"beda-beda, ke aku efek nya parah, padahal di adik ku nggak"
negative,alhamdulillah gak bisa bangun
negative,"optimis gak ada efek, tapi ternyata efek nya datang bertubi-tubi"
negative,habis paracetamol 3 biji tapi nggak turun-turun efek dari sinovac
negative,"ayah ku pake sinovac, besok nya langsung ijin gak masuk kerja"
negative,"pegel nya makin terasa, sakit banget buat ngangkat tangan keatas"
